set_code,name,subtitle,variant,card_number,aspect,arena,card_type,rarity
LAW,From a Certain Point of View,,Hyperspace,,,,,
LAW,From a Certain Point of View,,Standard,,,,,
LAW,Fulcrum,,Hyperspace,,,,,
LAW,Fulcrum,,Hyperspace Foil,,,,,
LAW,Fulcrum,,Standard,,,,,
LAW,Galen Erso,Destroying His Creation,Standard,,,,,
LAW,Galen Erso,Destroying His Creation,Hyperspace Foil,,,,,
LAW,Galen Erso,Destroying His Creation,Hyperspace,,,,,
LAW,Getaway Freighter,,Hyperspace,,,,,
LAW,Getaway Freighter,,Hyperspace Foil,,,,,
LAW,Getaway Freighter,,Standard,,,,,
LAW,Governor's Shuttle,,Standard,,,,,
LAW,Governor's Shuttle,,Hyperspace,,,,,
LAW,Governor's Shuttle,,Hyperspace Foil,,,,,
LAW,Great Pit of Carkoon,,Standard,,,,,
LAW,Great Pit of Carkoon,,Hyperspace,,,,,
LAW,Great Pit of Carkoon,,Hyperspace Foil,,,,,
LAW,Guild Ambush Team,,Standard,,,,,
LAW,Guild Ambush Team,,Hyperspace Foil,,,,,
LAW,Guild Ambush Team,,Hyperspace,,,,,
LAW,Han Solo,Hibernation Sick,Serialized Prestige,,,,,
LAW,Han Solo,Hibernation Sick,Foil Prestige,,,,,
LAW,Han Solo,Hibernation Sick,Standard Prestige,,,,,
LAW,Han Solo,Hibernation Sick,Hyperspace,,,,,
LAW,Han Solo,I Got a Really Good Feeling,Showcase,,,,,
LAW,Han Solo,Hibernation Sick,Standard,,,,,
LAW,Han Solo,I Got a Really Good Feeling,Hyperspace,,,,,
LAW,Han Solo,Hibernation Sick,Hyperspace Foil,,,,,
LAW,Han Solo,I Got a Really Good Feeling,Standard,,,,,
LAW,Han's Golden Dice,,Standard,,,,,
LAW,Han's Golden Dice,,Hyperspace Foil,,,,,
LAW,Han's Golden Dice,,Hyperspace,,,,,
LAW,Haxion Aggressor,,Hyperspace,,,,,
LAW,Haxion Aggressor,,Standard,,,,,
LAW,Haxion Aggressor,,Hyperspace Foil,,,,,
LAW,Haymaker,,Hyperspace,,,,,
LAW,Haymaker,,Hyperspace Foil,,,,,
LAW,Haymaker,,Standard,,,,,
LAW,Hera Syndulla,Not Fighting Alone,Showcase,,,,,
LAW,Hera Syndulla,Not Fighting Alone,Hyperspace,,,,,
LAW,Hera Syndulla,Not Fighting Alone,Standard,,,,,
LAW,Hidden Hand Supplier,,Hyperspace Foil,,,,,
LAW,Hidden Hand Supplier,,Hyperspace,,,,,
LAW,Hidden Hand Supplier,,Standard,,,,,
LAW,Hidden Hunters,,Hyperspace,,,,,
LAW,Hidden Hunters,,Hyperspace Foil,,,,,
LAW,Hidden Hunters,,Standard,,,,,
LAW,Highsinger,Deadly Droid,Standard,,,,,
LAW,Highsinger,Deadly Droid,Serialized Prestige,,,,,
LAW,Highsinger,Deadly Droid,Foil Prestige,,,,,
LAW,Highsinger,Deadly Droid,Standard Prestige,,,,,
LAW,Highsinger,Deadly Droid,Hyperspace,,,,,
LAW,Highsinger,Deadly Droid,Hyperspace Foil,,,,,
LAW,Hold For Questioning,,Hyperspace,,,,,
LAW,Hold For Questioning,,Standard,,,,,
LAW,Hold For Questioning,,Hyperspace Foil,,,,,
LAW,Hondo Ohnaka,Plays By His Own Rules,Serialized Prestige,,,,,
LAW,Hondo Ohnaka,Plays By His Own Rules,Foil Prestige,,,,,
LAW,Hondo Ohnaka,Plays By His Own Rules,Standard Prestige,,,,,
LAW,Hondo Ohnaka,Plays By His Own Rules,Hyperspace,,,,,
LAW,Hondo Ohnaka,Plays By His Own Rules,Standard,,,,,
LAW,Hondo Ohnaka,Plays By His Own Rules,Hyperspace Foil,,,,,
LAW,Honnah,OINK! SQUEE!,Standard,,,,,
LAW,Honnah,OINK! SQUEE!,Hyperspace,,,,,
LAW,Honnah,OINK! SQUEE!,Hyperspace Foil,,,,,
LAW,Honor-Bound Partisan,,Standard,,,,,
LAW,Honor-Bound Partisan,,Hyperspace,,,,,
LAW,Honor-Bound Partisan,,Hyperspace Foil,,,,,
LAW,Hound's Tooth,Hunters' Approach,Serialized Prestige,,,,,
LAW,Hound's Tooth,Hunters' Approach,Foil Prestige,,,,,
LAW,Hound's Tooth,Hunters' Approach,Standard Prestige,,,,,
LAW,Hound's Tooth,Hunters' Approach,Hyperspace,,,,,
LAW,Hound's Tooth,Hunters' Approach,Hyperspace Foil,,,,,
LAW,Hound's Tooth,Hunters' Approach,Standard,,,,,
LAW,Hunter For Hire,,Hyperspace,,,,,
LAW,Hunter For Hire,,Hyperspace Foil,,,,,
LAW,Hunter For Hire,,Standard,,,,,
LAW,IG-88,Programmed to Kill,Serialized Prestige,,,,,
LAW,IG-88,Programmed to Kill,Foil Prestige,,,,,
LAW,IG-88,Programmed to Kill,Standard Prestige,,,,,
LAW,IG-88,Programmed to Kill,Standard,,,,,
LAW,IG-88,Programmed to Kill,Hyperspace,,,,,
LAW,IG-88,Programmed to Kill,Hyperspace Foil,,,,,
LAW,IGV-55 Listener,,Standard,,,,,
LAW,IGV-55 Listener,,Hyperspace,,,,,
LAW,IGV-55 Listener,,Hyperspace Foil,,,,,
LAW,Imperial Command Complex,,Standard,,,,,
LAW,Imperial Command Complex,,Hyperspace,,,,,
LAW,Imperial Door Technician,,Standard,,,,,
LAW,Imperial Door Technician,,Hyperspace,,,,,
LAW,Imperial Door Technician,,Hyperspace Foil,,,,,
LAW,Improvise,,Standard,,,,,
LAW,Improvise,,Hyperspace Foil,,,,,
LAW,Improvise,,Hyperspace,,,,,
LAW,Incapacitate,,Hyperspace,,,,,
LAW,Incapacitate,,Hyperspace Foil,,,,,
LAW,Incapacitate,,Standard,,,,,
LAW,Industrious Team,,Standard,,,,,
LAW,Industrious Team,,Hyperspace,,,,,
LAW,Industrious Team,,Hyperspace Foil,,,,,
LAW,Inspired Recruit,,Hyperspace,,,,,
LAW,Inspired Recruit,,Standard,,,,,
LAW,Inspired Recruit,,Hyperspace Foil,,,,,
LAW,Interrogation Droid,,Hyperspace,,,,,
LAW,Interrogation Droid,,Standard,,,,,
LAW,Interrogation Droid,,Hyperspace Foil,,,,,
LAW,Intimidator,Citadel Overwatch,Hyperspace,,,,,
LAW,Intimidator,Citadel Overwatch,Hyperspace Foil,,,,,
LAW,Intimidator,Citadel Overwatch,Standard,,,,,
LAW,Jabba the Hutt,Crime Boss,Standard,,,,,
LAW,Jabba the Hutt,Crime Boss,Showcase,,,,,
LAW,Jabba the Hutt,Crime Boss,Hyperspace,,,,,
LAW,Jabba's Rancor,Snack Time!,Hyperspace,,,,,
LAW,Jabba's Rancor,Snack Time!,Serialized Prestige,,,,,
LAW,Jabba's Rancor,Snack Time!,Foil Prestige,,,,,
LAW,Jabba's Rancor,Snack Time!,Standard,,,,,
LAW,Jabba's Rancor,Snack Time!,Standard Prestige,,,,,
LAW,Jabba's Rancor,Snack Time!,Hyperspace Foil,,,,,
LAW,Jango Fett,Wily Mercenary,Serialized Prestige,,,,,
LAW,Jango Fett,Wily Mercenary,Foil Prestige,,,,,
LAW,Jango Fett,Wily Mercenary,Standard Prestige,,,,,
LAW,Jango Fett,Wily Mercenary,Hyperspace,,,,,
LAW,Jango Fett,Wily Mercenary,Standard,,,,,
LAW,Jango Fett,Wily Mercenary,Hyperspace Foil,,,,,
LAW,Jaunty Light Freighter,,Hyperspace,,,,,
LAW,Jaunty Light Freighter,,Hyperspace Foil,,,,,
LAW,Jaunty Light Freighter,,Standard,,,,,
LAW,Jyn Erso,Take the Next Chance,Serialized Prestige,,,,,
LAW,Jyn Erso,Take the Next Chance,Foil Prestige,,,,,
LAW,Jyn Erso,Take the Next Chance,Standard Prestige,,,,,
LAW,Jyn Erso,Take the Next Chance,Hyperspace,,,,,
LAW,Jyn Erso,Time to Fight,Standard,,,,,
LAW,Jyn Erso,Time to Fight,Showcase,,,,,
LAW,Jyn Erso,Take the Next Chance,Hyperspace Foil,,,,,
LAW,Jyn Erso,Time to Fight,Hyperspace,,,,,
LAW,Jyn Erso,Take the Next Chance,Standard,,,,,
LAW,K-2SO,Locking the Vault,Serialized Prestige,,,,,
LAW,K-2SO,Locking the Vault,Foil Prestige,,,,,
LAW,K-2SO,Locking the Vault,Standard Prestige,,,,,
LAW,K-2SO,Locking the Vault,Hyperspace,,,,,
LAW,K-2SO,Locking the Vault,Standard,,,,,
LAW,K-2SO,Locking the Vault,Hyperspace Foil,,,,,
LAW,Kage Elite,,Standard,,,,,
LAW,Kage Elite,,Hyperspace Foil,,,,,
LAW,Kage Elite,,Hyperspace,,,,,
LAW,Kanan Jarrus,Spectre One,Serialized Prestige,,,,,
LAW,Kanan Jarrus,Spectre One,Foil Prestige,,,,,
LAW,Kanan Jarrus,Spectre One,Standard Prestige,,,,,
LAW,Kanan Jarrus,Spectre One,Hyperspace,,,,,
LAW,Kanan Jarrus,Spectre One,Standard,,,,,
LAW,Kanan Jarrus,Spectre One,Hyperspace Foil,,,,,
LAW,Kessel Hulk,,Hyperspace Foil,,,,,
LAW,Kessel Hulk,,Hyperspace,,,,,
LAW,Kessel Hulk,,Standard,,,,,
LAW,Khetanna,Upon the Dune Sea,Hyperspace,,,,,
LAW,Khetanna,Upon the Dune Sea,Hyperspace Foil,,,,,
LAW,Khetanna,Upon the Dune Sea,Standard,,,,,
LAW,Kill Switch,,Standard,,,,,
LAW,Kill Switch,,Hyperspace,,,,,
LAW,Kill Switch,,Hyperspace Foil,,,,,
LAW,Krrsantan,Hit and Run,Hyperspace,,,,,
LAW,Krrsantan,Hit and Run,Standard,,,,,
LAW,Krrsantan,Hit and Run,Hyperspace Foil,,,,,
LAW,L3-37,Radical Instigator,Standard,,,,,
LAW,L3-37,Radical Instigator,Serialized Prestige,,,,,
LAW,L3-37,Radical Instigator,Foil Prestige,,,,,
LAW,L3-37,Radical Instigator,Standard Prestige,,,,,
LAW,L3-37,Radical Instigator,Hyperspace,,,,,
LAW,L3-37,Radical Instigator,Hyperspace Foil,,,,,
LAW,Lady Proxima,Where's the Money?,Standard,,,,,
LAW,Lady Proxima,Where's the Money?,Hyperspace Foil,,,,,
LAW,Lady Proxima,Where's the Money?,Hyperspace,,,,,
LAW,Lando Calrissian,Eyes Open,Serialized Prestige,,,,,
LAW,Lando Calrissian,Eyes Open,Standard,,,,,
LAW,Lando Calrissian,Eyes Open,Foil Prestige,,,,,
LAW,Lando Calrissian,Eyes Open,Standard Prestige,,,,,
LAW,Lando Calrissian,Eyes Open,Hyperspace,,,,,
LAW,Lando Calrissian,Eyes Open,Hyperspace Foil,,,,,
LAW,Lando Calrissian,Full Sabacc,Showcase,,,,,
LAW,Lando Calrissian,Full Sabacc,Standard,,,,,
LAW,Lando Calrissian,Full Sabacc,Hyperspace,,,,,
LAW,Latts Razzi,Deadly Whipmaster,Serialized Prestige,,,,,
LAW,Latts Razzi,Deadly Whipmaster,Foil Prestige,,,,,
LAW,Latts Razzi,Deadly Whipmaster,Standard Prestige,,,,,
LAW,Latts Razzi,Deadly Whipmaster,Hyperspace,,,,,
LAW,Latts Razzi,Deadly Whipmaster,Standard,,,,,
LAW,Latts Razzi,Deadly Whipmaster,Hyperspace Foil,,,,,
LAW,Lawbringer,Shadow Over Lothal,Standard,,,,,
LAW,Lawbringer,Shadow Over Lothal,Hyperspace,,,,,
LAW,Lawbringer,Shadow Over Lothal,Hyperspace Foil,,,,,
LAW,Leia Organa,Someone Who Loves You,Standard,,,,,
LAW,Leia Organa,Someone Who Loves You,Showcase,,,,,
LAW,Leia Organa,Someone Who Loves You,Hyperspace,,,,,
LAW,Leia's Disguise,,Standard,,,,,
LAW,Leia's Disguise,,Hyperspace,,,,,
LAW,Leia's Disguise,,Hyperspace Foil,,,,,
LAW,Lepi Lookout,,Hyperspace,,,,,
LAW,Lepi Lookout,,Standard,,,,,
LAW,Lepi Lookout,,Hyperspace Foil,,,,,
LAW,Liberated Wookiee,,Hyperspace,,,,,
LAW,Liberated Wookiee,,Hyperspace Foil,,,,,
LAW,Liberated Wookiee,,Standard,,,,,
LAW,Liberty,Draw Their Fire!,Standard,,,,,
LAW,Liberty,Draw Their Fire!,Hyperspace Foil,,,,,
LAW,Liberty,Draw Their Fire!,Hyperspace,,,,,
LAW,Lieutenant Gorn,I Deserve Worse,Hyperspace,,,,,
LAW,Lieutenant Gorn,I Deserve Worse,Standard,,,,,
LAW,Lieutenant Gorn,I Deserve Worse,Hyperspace Foil,,,,,
LAW,Lost and Forgotten,,Hyperspace,,,,,
LAW,Lost and Forgotten,,Hyperspace Foil,,,,,
LAW,Lost and Forgotten,,Standard,,,,,
LAW,Luke Skywalker,Profit or Be Destroyed,Serialized Prestige,,,,,
LAW,Luke Skywalker,Profit or Be Destroyed,Foil Prestige,,,,,
LAW,Luke Skywalker,Profit or Be Destroyed,Standard Prestige,,,,,
LAW,Luke Skywalker,Profit or Be Destroyed,Hyperspace,,,,,
LAW,Luke Skywalker,Profit or Be Destroyed,Standard,,,,,
LAW,Luke Skywalker,Profit or Be Destroyed,Hyperspace Foil,,,,,
LAW,Malakili,Keeper of the Menagerie,Hyperspace,,,,,
LAW,Malakili,Keeper of the Menagerie,Standard,,,,,
LAW,Malakili,Keeper of the Menagerie,Hyperspace Foil,,,,,
LAW,Massassi Group Marines,,Hyperspace,,,,,
LAW,Massassi Group Marines,,Hyperspace Foil,,,,,
LAW,Massassi Group Marines,,Standard,,,,,
LAW,Mastery,,Hyperspace,,,,,
LAW,Mastery,,Hyperspace Foil,,,,,
LAW,Mastery,,Standard,,,,,
LAW,Maul,Master of the Shadow Collective,Serialized Prestige,,,,,
LAW,Maul,Master of the Shadow Collective,Standard,,,,,
LAW,Maul,Master of the Shadow Collective,Foil Prestige,,,,,
LAW,Maul,Master of the Shadow Collective,Standard Prestige,,,,,
LAW,Maul,Master of the Shadow Collective,Hyperspace,,,,,
LAW,Maul,Master of the Shadow Collective,Hyperspace Foil,,,,,
LAW,Max Rebo,Encore!,Hyperspace,,,,,
LAW,Max Rebo,Encore!,Hyperspace Foil,,,,,
LAW,Max Rebo,Encore!,Standard,,,,,
LAW,Maz Kanata,Where's My Boyfriend?,Serialized Prestige,,,,,
LAW,Maz Kanata,Where's My Boyfriend?,Foil Prestige,,,,,
LAW,Maz Kanata,Where's My Boyfriend?,Standard Prestige,,,,,
LAW,Maz Kanata,Where's My Boyfriend?,Hyperspace,,,,,
LAW,Maz Kanata,Where's My Boyfriend?,Hyperspace Foil,,,,,
LAW,Maz Kanata,Where's My Boyfriend?,Standard,,,,,
LAW,Mercenary Fleet,,Hyperspace,,,,,
LAW,Mercenary Fleet,,Hyperspace Foil,,,,,
LAW,Mercenary Fleet,,Standard,,,,,
LAW,Mid Rim Sharpshooter,,Hyperspace,,,,,
LAW,Mid Rim Sharpshooter,,Standard,,,,,
LAW,Mid Rim Sharpshooter,,Hyperspace Foil,,,,,
LAW,Millennium Falcon,Dodging Patrols,Serialized Prestige,,,,,
LAW,Millennium Falcon,Dodging Patrols,Foil Prestige,,,,,
LAW,Millennium Falcon,Dodging Patrols,Standard Prestige,,,,,
LAW,Millennium Falcon,Dodging Patrols,Hyperspace,,,,,
LAW,Millennium Falcon,Dodging Patrols,Hyperspace Foil,,,,,
LAW,Millennium Falcon,Dodging Patrols,Standard,,,,,
LAW,Milodon Rider,,Standard,,,,,
LAW,Milodon Rider,,Hyperspace Foil,,,,,
LAW,Milodon Rider,,Hyperspace,,,,,
LAW,Night Wind Assailants,,Standard,,,,,
LAW,Night Wind Assailants,,Hyperspace Foil,,,,,
LAW,Night Wind Assailants,,Hyperspace,,,,,
LAW,Nihil Stormsower,,Hyperspace,,,,,
LAW,Nihil Stormsower,,Standard,,,,,
LAW,Nihil Stormsower,,Hyperspace Foil,,,,,
LAW,Nothing Left to Fear,,Standard,,,,,
LAW,Nothing Left to Fear,,Hyperspace,,,,,
LAW,Nothing Left to Fear,,Hyperspace Foil,,,,,
LAW,Obi-Wan Kenobi,Protector of Felucia,Hyperspace,,,,,
LAW,Obi-Wan Kenobi,Protector of Felucia,Standard,,,,,
LAW,Obi-Wan Kenobi,Protector of Felucia,Hyperspace Foil,,,,,
LAW,Ohnaka Gang Bandits,,Hyperspace,,,,,
LAW,Ohnaka Gang Bandits,,Standard,,,,,
LAW,Ohnaka Gang Bandits,,Hyperspace Foil,,,,,
LAW,Ohnaka Gang Starhopper,,Standard,,,,,
LAW,Ohnaka Gang Starhopper,,Hyperspace Foil,,,,,
LAW,Ohnaka Gang Starhopper,,Hyperspace,,,,,
LAW,Overcharged Transport,,Hyperspace,,,,,
LAW,Overcharged Transport,,Standard,,,,,
LAW,Overcharged Transport,,Hyperspace Foil,,,,,
LAW,Partisan Hideout,,Standard,,,,,
LAW,Partisan Hideout,,Hyperspace,,,,,
LAW,Partisan Infantry,,Hyperspace,,,,,
LAW,Partisan Infantry,,Hyperspace Foil,,,,,
LAW,Partisan Infantry,,Standard,,,,,
LAW,Partisan U-Wing,,Hyperspace,,,,,
LAW,Partisan U-Wing,,Hyperspace Foil,,,,,
LAW,Partisan U-Wing,,Standard,,,,,
LAW,Patient Hunter,,Hyperspace,,,,,
LAW,Patient Hunter,,Standard,,,,,
LAW,Patient Hunter,,Hyperspace Foil,,,,,
LAW,Payroll Heist,,Hyperspace,,,,,
LAW,Payroll Heist,,Hyperspace Foil,,,,,
LAW,Payroll Heist,,Standard,,,,,
LAW,Persecutor,Fire Over Scarif,Hyperspace,,,,,
LAW,Persecutor,Fire Over Scarif,Standard,,,,,
LAW,Persecutor,Fire Over Scarif,Hyperspace Foil,,,,,
LAW,Phantom,Spectre Shuttle,Serialized Prestige,,,,,
LAW,Phantom,Spectre Shuttle,Hyperspace,,,,,
LAW,Phantom,Spectre Shuttle,Foil Prestige,,,,,
LAW,Phantom,Spectre Shuttle,Standard Prestige,,,,,
LAW,Phantom,Spectre Shuttle,Hyperspace Foil,,,,,
LAW,Phantom,Spectre Shuttle,Standard,,,,,
LAW,Phoenix Squadron Fighters,,Standard,,,,,
LAW,Phoenix Squadron Fighters,,Hyperspace,,,,,
LAW,Phoenix Squadron Fighters,,Hyperspace Foil,,,,,
LAW,Pirate Snub Fighter,,Hyperspace,,,,,
LAW,Pirate Snub Fighter,,Hyperspace Foil,,,,,
LAW,Pirate Snub Fighter,,Standard,,,,,
LAW,Profiteering Hunter,,Hyperspace,,,,,
LAW,Profiteering Hunter,,Hyperspace Foil,,,,,
LAW,Profiteering Hunter,,Standard,,,,,
LAW,Prototype TIE Advanced,,Hyperspace,,,,,
LAW,Prototype TIE Advanced,,Hyperspace Foil,,,,,
LAW,Prototype TIE Advanced,,Standard,,,,,
LAW,Putting a Team Together,,Hyperspace,,,,,
LAW,Putting a Team Together,,Hyperspace Foil,,,,,
LAW,Putting a Team Together,,Standard,,,,,
LAW,Quarren Contractor,,Standard,,,,,
LAW,Quarren Contractor,,Hyperspace,,,,,
LAW,Quarren Contractor,,Hyperspace Foil,,,,,
LAW,Qui-Gon Jinn,Influencing Chance,Standard,,,,,
LAW,Qui-Gon Jinn,Influencing Chance,Hyperspace Foil,,,,,
LAW,Qui-Gon Jinn,Influencing Chance,Hyperspace,,,,,
LAW,R2-D2,Part of the Plan,Serialized Prestige,,,,,
LAW,R2-D2,Part of the Plan,Hyperspace,,,,,
LAW,R2-D2,Part of the Plan,Foil Prestige,,,,,
LAW,R2-D2,Part of the Plan,Standard Prestige,,,,,
LAW,R2-D2,Part of the Plan,Hyperspace Foil,,,,,
LAW,R2-D2,Part of the Plan,Standard,,,,,
LAW,Rebel Blockade Runner,,Hyperspace,,,,,
LAW,Rebel Blockade Runner,,Standard,,,,,
LAW,Rebel Blockade Runner,,Hyperspace Foil,,,,,
LAW,Relentless Hunters,,Hyperspace,,,,,
LAW,Relentless Hunters,,Standard,,,,,
LAW,Relentless Hunters,,Hyperspace Foil,,,,,
LAW,Rey,Skywalker,Hyperspace,,,,,
LAW,Rey,Skywalker,Hyperspace Foil,,,,,
LAW,Rey,Skywalker,Standard,,,,,
LAW,Rhydonium Detonation,,Standard,,,,,
LAW,Rhydonium Detonation,,Hyperspace,,,,,
LAW,Rhydonium Detonation,,Hyperspace Foil,,,,,
LAW,Rickety Quadjumper,,Standard,,,,,
LAW,Rickety Quadjumper,,Hyperspace,,,,,
LAW,Rickety Quadjumper,,Hyperspace Foil,,,,,
LAW,Rio Durant,Beckett's Right Hands,Serialized Prestige,,,,,
LAW,Rio Durant,Beckett's Right Hands,Foil Prestige,,,,,
LAW,Rio Durant,Beckett's Right Hands,Standard Prestige,,,,,
LAW,Rio Durant,Beckett's Right Hands,Hyperspace,,,,,
LAW,Rio Durant,Beckett's Right Hands,Standard,,,,,
LAW,Rio Durant,Beckett's Right Hands,Hyperspace Foil,,,,,
LAW,Rodian Bondsman,,Standard,,,,,
LAW,Rodian Bondsman,,Hyperspace,,,,,
LAW,Rodian Bondsman,,Hyperspace Foil,,,,,
LAW,Rogue One,At Any Cost,Standard,,,,,
LAW,Rogue One,At Any Cost,Hyperspace,,,,,
LAW,Rogue One,At Any Cost,Hyperspace Foil,,,,,
LAW,Rookie Rocket-jumper,,Standard,,,,,
LAW,Rookie Rocket-jumper,,Hyperspace Foil,,,,,
LAW,Rookie Rocket-jumper,,Hyperspace,,,,,
LAW,Rose Tico,Now It's Worth It,Hyperspace,,,,,
LAW,Rose Tico,Now It's Worth It,Standard,,,,,
LAW,Rose Tico,Now It's Worth It,Hyperspace Foil,,,,,
LAW,Ruthless Duo,,Hyperspace,,,,,
LAW,Ruthless Duo,,Hyperspace Foil,,,,,
LAW,Ruthless Duo,,Standard,,,,,
LAW,Sabine Wren,Spectre Five,Serialized Prestige,,,,,
LAW,Sabine Wren,Spectre Five,Foil Prestige,,,,,
LAW,Sabine Wren,Spectre Five,Standard Prestige,,,,,
LAW,Sabine Wren,Spectre Five,Hyperspace,,,,,
LAW,Sabine Wren,Spectre Five,Standard,,,,,
LAW,Sabine Wren,Spectre Five,Hyperspace Foil,,,,,
LAW,Salacious Crumb,Cackling Companion,Hyperspace,,,,,
LAW,Salacious Crumb,Cackling Companion,Serialized Prestige,,,,,
LAW,Salacious Crumb,Cackling Companion,Foil Prestige,,,,,
LAW,Salacious Crumb,Cackling Companion,Standard,,,,,
LAW,Salacious Crumb,Cackling Companion,Standard Prestige,,,,,
LAW,Salacious Crumb,Cackling Companion,Hyperspace Foil,,,,,
LAW,Salvaged Blaster,,Hyperspace,,,,,
LAW,Salvaged Blaster,,Standard,,,,,
LAW,Salvaged Blaster,,Hyperspace Foil,,,,,
LAW,Salvaged Materials,,Standard,,,,,
LAW,Salvaged Materials,,Hyperspace Foil,,,,,
LAW,Salvaged Materials,,Hyperspace,,,,,
LAW,Savareen Survivor,,Hyperspace,,,,,
LAW,Savareen Survivor,,Standard,,,,,
LAW,Savareen Survivor,,Hyperspace Foil,,,,,
LAW,Saw Gerrera,Bring Down the Empire,Showcase,,,,,
LAW,Saw Gerrera,Bring Down the Empire,Hyperspace,,,,,
LAW,Saw Gerrera,Bring Down the Empire,Standard,,,,,
LAW,Scarif Lieutenant,,Hyperspace,,,,,
LAW,Scarif Lieutenant,,Hyperspace Foil,,,,,
LAW,Scarif Lieutenant,,Standard,,,,,
LAW,Scavenging Sandcrawler,,Standard,,,,,
LAW,Scavenging Sandcrawler,,Hyperspace Foil,,,,,
LAW,Scavenging Sandcrawler,,Hyperspace,,,,,
LAW,Seasoned Tracker,,Hyperspace Foil,,,,,
LAW,Seasoned Tracker,,Hyperspace,,,,,
LAW,Seasoned Tracker,,Standard,,,,,
LAW,Sebulba,Especially Dangerous Dug,Standard,,,,,
LAW,Sebulba,Especially Dangerous Dug,Showcase,,,,,
LAW,Sebulba,Especially Dangerous Dug,Hyperspace,,,,,
LAW,Sebulba's Podracer,Taking the Lead,Hyperspace,,,,,
LAW,Sebulba's Podracer,Taking the Lead,Standard,,,,,
LAW,Sebulba's Podracer,Taking the Lead,Hyperspace Foil,,,,,
LAW,Secret Battle of Pretend,,Standard,,,,,
LAW,Secret Battle of Pretend,,Hyperspace Foil,,,,,
LAW,Secret Battle of Pretend,,Hyperspace,,,,,
LAW,Shadow Cloaking,,Hyperspace,,,,,
LAW,Shadow Cloaking,,Standard,,,,,
LAW,Shadow Cloaking,,Hyperspace Foil,,,,,
LAW,Shadow of Stygeon Prime,,Hyperspace,,,,,
LAW,Shadow of Stygeon Prime,,Standard,,,,,
LAW,Shadow of Stygeon Prime,,Hyperspace Foil,,,,,
LAW,Shield,,Hyperspace,,,,,
LAW,Shield,,Standard,,,,,
LAW,Shield Drive Outfitter,,Standard,,,,,
LAW,Shield Drive Outfitter,,Hyperspace,,,,,
LAW,Shield Drive Outfitter,,Hyperspace Foil,,,,,
LAW,Shielded Hauler,,Standard,,,,,
LAW,Shielded Hauler,,Hyperspace,,,,,
LAW,Shielded Hauler,,Hyperspace Foil,,,,,
LAW,Shifty Suspects,,Hyperspace,,,,,
LAW,Shifty Suspects,,Standard,,,,,
LAW,Shifty Suspects,,Hyperspace Foil,,,,,
LAW,Shipbreaking Yard,,Standard,,,,,
LAW,Shipbreaking Yard,,Hyperspace,,,,,
LAW,Shipbreaking Yard,,Hyperspace Foil,,,,,
LAW,Single Reactor Ignition,,Standard,,,,,
LAW,Single Reactor Ignition,,Hyperspace,,,,,
LAW,Single Reactor Ignition,,Hyperspace Foil,,,,,
LAW,Smuggler's YT-2400,,Hyperspace,,,,,
LAW,Smuggler's YT-2400,,Hyperspace Foil,,,,,
LAW,Smuggler's YT-2400,,Standard,,,,,
LAW,Son-tuul Berserkers,,Hyperspace,,,,,
LAW,Son-tuul Berserkers,,Standard,,,,,
LAW,Son-tuul Berserkers,,Hyperspace Foil,,,,,
LAW,Stalwart Fleet Trooper,,Standard,,,,,
LAW,Stalwart Fleet Trooper,,Hyperspace Foil,,,,,
LAW,Stalwart Fleet Trooper,,Hyperspace,,,,,
LAW,Stockpile,,Hyperspace,,,,,
LAW,Stockpile,,Hyperspace Foil,,,,,
LAW,Stockpile,,Standard,,,,,
LAW,Storm Raider,,Hyperspace,,,,,
LAW,Storm Raider,,Hyperspace Foil,,,,,
LAW,Storm Raider,,Standard,,,,,
LAW,Street Gang Recruiter,,Hyperspace Foil,,,,,
LAW,Street Gang Recruiter,,Hyperspace,,,,,
LAW,Street Gang Recruiter,,Standard,,,,,
LAW,Stygeon Spire,,Standard,,,,,
LAW,Stygeon Spire,,Hyperspace,,,,,
LAW,Sullustan Sapper,,Hyperspace,,,,,
LAW,Sullustan Sapper,,Standard,,,,,
LAW,Sullustan Sapper,,Hyperspace Foil,,,,,
LAW,Swoop Bike Marauder,,Standard,,,,,
LAW,Swoop Bike Marauder,,Hyperspace,,,,,
LAW,Swoop Bike Marauder,,Hyperspace Foil,,,,,
LAW,Syndicate Security,,Standard,,,,,
LAW,Syndicate Security,,Hyperspace,,,,,
LAW,Syndicate Security,,Hyperspace Foil,,,,,
LAW,Syndicate Spice Runner,,Hyperspace,,,,,
LAW,Syndicate Spice Runner,,Hyperspace Foil,,,,,
LAW,Syndicate Spice Runner,,Standard,,,,,
LAW,Tantive IV,Carrying Hope,Standard,,,,,
LAW,Tantive IV,Carrying Hope,Hyperspace,,,,,
LAW,Tantive IV,Carrying Hope,Hyperspace Foil,,,,,
LAW,Taramyn Barcona,Eyes Front!,Standard,,,,,
LAW,Taramyn Barcona,Eyes Front!,Hyperspace,,,,,
LAW,Taramyn Barcona,Eyes Front!,Hyperspace Foil,,,,,
LAW,Target Tagger,,Hyperspace,,,,,
LAW,Target Tagger,,Hyperspace Foil,,,,,
LAW,Target Tagger,,Standard,,,,,
LAW,Targeted For Removal,,Hyperspace,,,,,
LAW,Targeted For Removal,,Hyperspace Foil,,,,,
LAW,Targeted For Removal,,Standard,,,,,
